,title,year,kind,genre,rating,runtime
1791,Edgeplay,2004,movie,"['Documentary', 'Music']",7.0,90
1792,Avalanche Alley,2001,tv movie,"['Drama', 'Adventure', 'Action']",4.2,12
1793,Anand,1971,movie,"['Drama', 'Musical']",8.2,84
1794,Lady Dragon,1992,movie,"['Action', 'Drama']",5.2,60
1795,Beyond Silence,1996,movie,"['Drama', 'Music']",7.5,90
1796,Class Reunion,1982,movie,"['Comedy', 'Horror']",4.7,105
1797,Jeepers Creepers,2001,movie,"['Horror', 'Mystery']",6.2,90
1798,Pom Poko,1994,movie,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",7.3,83
1799,In Praise of Older Women,1978,movie,"['Comedy', 'Drama', 'Romance']",5.7,104
1800,Freak Talks About Sex,1999,movie,['Comedy'],6.0,95
1801,Fun and Fancy Free,1947,movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",6.5,352
1802,GoShogun: The Time Étranger,1985,video movie,"['Animation', 'Action', 'Mystery', 'Thriller']",7.2,90
1803,Wicked City,1987,movie,"['Animation', 'Action', 'Fantasy', 'Horror']",6.7,90
1804,Cold Comfort Farm,1995,tv movie,"['Comedy', 'Romance']",7.3,90
1805,Lone Wolf and Cub: Baby Cart at the River Styx,1972,movie,"['Action', 'Adventure', 'Drama']",8.0,80
1806,Throw Momma from the Train,1987,movie,"['Comedy', 'Crime', 'Thriller']",6.3,85
1807,Who Am I?,1998,movie,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",6.9,97
1808,Young & Dangerous: The Prequel,1998,movie,"['Action', 'Drama']",6.3,60
1809,The Best O' Bundy: Married with Children's 200th Episode Celebration,1995,movie,"['Short', 'Comedy']",7.9,57
1810,Yagyu Clan Conspiracy,1978,movie,"['Action', 'Adventure', 'Drama']",7.1,150
1811,The Man Who Fell to Earth,1976,movie,"['Drama', 'Sci-Fi']",6.7,103
1812,Stone Reader,2002,movie,"['Documentary', 'Drama']",7.7,97
1813,Baby Einstein: Baby Noah,2004,video movie,['Family'],7.3,34
1814,Stalker,1979,movie,"['Drama', 'Sci-Fi']",8.1,100
1815,How I Killed My Father,2001,movie,"['Drama', 'Thriller']",6.8,100
1816,All Around the Town,2002,tv movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",5.4,91
1817,Parting Shots,1998,movie,"['Comedy', 'Crime', 'Romance']",5.0,54
1818,Lee Rock,1991,movie,"['Crime', 'Drama']",7.0,180
1819,Felicia's Journey,1999,movie,"['Drama', 'Thriller']",7.0,111
1820,Tetsuo II: Body Hammer,1992,movie,"['Action', 'Horror', 'Sci-Fi']",6.4,90
1821,B. Monkey,1998,movie,"['Crime', 'Drama', 'Romance', 'Thriller']",5.9,121
1822,Teenage Catgirls in Heat,1994,tv movie,['Comedy'],3.4,76
1823,The Young Visiters,2003,tv movie,"['Comedy', 'Drama', 'Family', 'Fantasy']",6.8,111
1824,Bound by Lies,2005,video movie,"['Crime', 'Drama', 'Thriller']",3.9,93
1825,National Geographic: The Last Feast of the Crocodiles,1996,tv movie,['Documentary'],8.7,144
1826,Eminem AKA,2004,video movie,['Documentary'],6.9,88
1827,Springtime in a Small Town,2002,movie,"['Drama', 'Romance']",6.9,60
1828,Girl with a Pearl Earring,2003,movie,"['Biography', 'Drama', 'Romance']",6.9,118
1829,Children of the Corn: Revelation,2001,video movie,"['Horror', 'Thriller']",3.4,90
1830,Bear in the Big Blue House LIVE! - Surprise Party,2002,video movie,['Family'],7.4,91
1831,Pokemon 4Ever: Celebi - Voice of the Forest,2001,movie,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",5.8,81
1832,Mobile Suit Gundam: The 08th MS Team - Miller's Report,1998,movie,"['Animation', 'Action', 'Sci-Fi']",6.4,51
1833,The American Nightmare,2000,movie,"['Documentary', 'Horror']",7.3,100
1834,Urban Ghost Story,1998,movie,"['Drama', 'Horror', 'Thriller']",5.4,122
1835,Shark Attack 2,2000,video movie,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",3.1,93
1836,American Mullet,2001,movie,['Documentary'],5.9,60
1837,"Ratas, ratones, rateros",1999,movie,"['Action', 'Crime', 'Drama']",7.3,76
1838,Roujin Z,1991,movie,"['Animation', 'Comedy', 'Drama', 'Sci-Fi', 'Thriller']",6.8,175
1839,Les Bonnes Femmes,1960,movie,"['Drama', 'Mystery', 'Romance']",7.4,102
1840,The Asphyx,1972,movie,"['Horror', 'Sci-Fi']",6.3,50
1841,Emmanuelle 6,1988,movie,['Drama'],3.3,111
1842,Jaws 3-D,1983,movie,"['Adventure', 'Horror', 'Thriller']",3.7,13
1843,NetForce,1999,tv movie,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",5.0,51
1844,Snow in August,2001,tv movie,['Drama'],6.1,184
1845,Fida,2004,movie,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",5.5,97
1846,Fighting for Love,2001,movie,['Romance'],6.0,91
1847,Samurai Assassin,1965,movie,"['Action', 'Adventure', 'Drama', 'History']",7.5,58
1848,Girls of the White Orchid,1983,tv movie,"['Crime', 'Drama']",4.8,214
1849,The Snow Maiden,1952,movie,"['Animation', 'Fantasy', 'Musical']",7.2,70
1850,Kashmir Ki Kali,1964,movie,"['Comedy', 'Musical', 'Romance']",7.1,55
1851,The Human Condition II: Road to Eternity,1959,movie,"['Drama', 'History', 'War']",8.5,30
1852,What Your Eyes Don't See,2000,movie,"['Action', 'Romance', 'Drama', 'Thriller']",6.0,92
1853,The Longest Yard,2005,movie,"['Comedy', 'Crime', 'Sport']",6.4,93
1854,The Transformers: The Movie,1986,movie,"['Animation', 'Action', 'Adventure', 'Family', 'Sci-Fi']",7.3,100
1855,Slave Girls from Beyond Infinity,1987,movie,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",4.5,30
1856,Try to Remember,2004,tv movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",5.6,90
1857,Heavyweights,1995,movie,"['Comedy', 'Drama', 'Family', 'Sport']",6.7,100
1858,Dancehall Queen,1997,movie,['Drama'],7.0,150
1859,Teenage Mutant Ninja Turtles: The Movie,1990,movie,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",6.8,43
1860,Merci Dr Rey!,2002,movie,['Comedy'],6.4,30
1861,Gone But Not Forgotten,2005,tv movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.0,25
1862,Atanarjuat: The Fast Runner,2001,movie,['Drama'],7.5,93
1863,And Then Came Summer,2000,movie,['Drama'],4.6,6
1864,The Water Babies,1978,movie,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']",6.1,105
1865,Dreaming About You,1992,movie,"['Comedy', 'Romance']",5.9,100
1866,Ballad of a Soldier,1959,movie,"['Drama', 'Romance', 'War']",8.2,72
1867,Da wan,2001,movie,"['Comedy', 'Drama']",6.7,57
1868,Mad Max,1979,movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",6.9,107
1869,Satya,1998,movie,"['Action', 'Crime', 'Drama', 'Thriller']",8.2,101
1870,Once Upon a Time in China III,1992,movie,"['Action', 'Adventure', 'Biography', 'History']",6.8,74
1871,Dragon Ball: Mystical Adventure,1988,movie,"['Animation', 'Action', 'Adventure', 'Family', 'Mystery']",7.0,148
1872,Les Carabiniers,1963,movie,"['Comedy', 'Drama', 'War']",6.8,50
1873,X: The Man with the X-Ray Eyes,1963,movie,"['Horror', 'Sci-Fi', 'Thriller']",6.6,71
1874,Pee-wee's Big Adventure,1985,movie,"['Adventure', 'Comedy', 'Family']",7.0,55
1875,The Eagle Has Landed,1976,movie,"['Adventure', 'Drama', 'Thriller', 'War']",6.9,97
1876,Till Human Voices Wake Us,2002,movie,"['Drama', 'Romance']",6.4,94
1877,Getting There,2002,video movie,"['Comedy', 'Family']",4.8,109
1878,Feng Shui,2004,movie,"['Drama', 'Horror', 'Thriller']",6.5,180
1879,Sometimes They Come Back... Again,1996,video movie,['Horror'],4.2,91
1880,The Umbrellas of Cherbourg,1964,movie,"['Drama', 'Musical', 'Romance']",7.8,180
1881,Mr. 3000,2004,movie,"['Comedy', 'Drama', 'Romance', 'Sport']",5.5,102
1882,Lara Croft Tomb Raider: The Cradle of Life,2003,movie,"['Action', 'Adventure', 'Fantasy']",5.6,300
1883,The Corporation,2003,movie,"['Documentary', 'History']",8.0,96
1884,Sting: Moment of Truth,2004,video movie,"['Documentary', 'Biography', 'Sport']",5.1,153
1885,Beethoven's 4th,2001,video movie,"['Comedy', 'Family']",4.2,89
1886,Dil Kya Kare,1999,movie,"['Drama', 'Musical', 'Romance']",5.1,105
1887,The Hound of the Baskervilles,1983,tv movie,"['Crime', 'Horror', 'Mystery', 'Thriller']",6.6,30
1888,Godzilla vs. Mechagodzilla II,1993,movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",6.6,108
1889,Man of Aran,1934,movie,['Documentary'],7.2,76
1890,Trois 3: The Escort,2004,video movie,"['Drama', 'Thriller']",4.9,153
1891,The Seventh Stream,2001,tv movie,"['Drama', 'Fantasy', 'Romance']",6.8,45
1892,Carolina Skeletons,1991,tv movie,"['Crime', 'Drama']",6.3,30
1893,Rebels of the Neon God,1992,movie,"['Crime', 'Drama']",7.6,106
1894,"It's the Great Pumpkin, Charlie Brown",1966,tv movie,"['Animation', 'Comedy', 'Family']",8.2,140
1895,Unlikely Angel,1996,tv movie,"['Comedy', 'Fantasy']",6.5,360
1896,Star Wars: Episode II - Attack of the Clones,2002,movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",6.5,30
1897,Manon of the Spring,1986,movie,['Drama'],8.0,80
1898,King of Texas,2002,tv movie,"['Drama', 'Western']",6.4,60
1899,Margaret Cho: CHO Revolution,2004,video movie,['Comedy'],6.7,97
1900,Marcello Mastroianni: I Remember,1997,movie,"['Documentary', 'Biography']",7.9,95
1901,Between Your Legs,1999,movie,"['Drama', 'Mystery', 'Romance', 'Thriller']",6.3,104
1902,Mark of the Devil,1970,movie,"['Drama', 'History', 'Horror', 'Thriller']",6.2,105
1903,Cheerleader Massacre,2003,video movie,"['Horror', 'Thriller']",3.2,122
1904,Lucky 7,2003,tv movie,"['Comedy', 'Romance']",6.7,53
1905,Behind the Camera: The Unauthorized Story of 'Charlie's Angels',2004,tv movie,['Drama'],5.6,126
1906,Tiger Claws III,2000,movie,"['Action', 'Fantasy']",4.1,60
1907,From Russia with Love,1963,movie,"['Action', 'Adventure', 'Thriller']",7.4,60
1908,Second String,2002,tv movie,"['Comedy', 'Drama', 'Sport']",5.9,87
1909,Camila,1984,movie,"['Drama', 'Romance']",6.9,28
1910,The Over-the-Hill Gang,1969,tv movie,"['Comedy', 'Western']",6.1,154
1911,Tie Me Up! Tie Me Down!,1989,movie,"['Comedy', 'Crime', 'Drama', 'Romance']",7.0,47
1912,Rolie Polie Olie: The Great Defender of Fun,2002,video movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",6.1,110
1913,And Now for Something Completely Different,1971,movie,['Comedy'],7.6,61
1914,The Girl Most Likely to...,1973,tv movie,"['Comedy', 'Crime', 'Drama', 'Romance']",7.4,105
1915,The Wesley's Mysterious File,2002,movie,"['Action', 'Romance', 'Sci-Fi', 'Thriller']",4.0,185
1916,Venus Beauty Institute,1999,movie,"['Comedy', 'Drama', 'Romance']",6.3,60
1917,Strictly Ballroom,1992,movie,"['Comedy', 'Drama', 'Music', 'Romance']",7.2,88
1918,Danger: Diabolik,1968,movie,"['Action', 'Comedy', 'Crime']",6.5,95
1919,Sholay,1975,movie,"['Action', 'Adventure', 'Comedy', 'Drama', 'Musical', 'Thriller', 'Western']",8.2,102
1920,She Fought Alone,1995,tv movie,['Drama'],6.6,88
1921,Escape from Afghanistan,2002,video movie,"['Action', 'War']",3.1,133
1922,Venus Wars,1989,movie,"['Animation', 'Action', 'Drama', 'Sci-Fi', 'Thriller']",6.6,96
1923,Cruel Intentions 2,2000,video movie,['Drama'],4.4,88
1924,Shadowlands,1993,movie,"['Biography', 'Drama', 'Romance']",7.3,66
1925,LeapFrog: Talking Words Factory II - Code Word Caper,2004,video movie,"['Animation', 'Short', 'Family']",6.5,93
1926,Band of Outsiders,1964,movie,"['Comedy', 'Crime', 'Drama']",7.7,60
1927,Mr. and Mrs. Iyer,2002,movie,['Drama'],7.9,56
1928,Borstal Boy,2000,movie,"['Drama', 'Romance']",6.8,97
1929,Quest for Camelot,1998,movie,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",6.3,121
1930,The Grand Sons,2004,movie,"['Comedy', 'Drama']",6.0,146
1931,Rustlers' Rhapsody,1985,movie,"['Comedy', 'Western']",6.5,88
1932,Branded to Kill,1967,movie,"['Action', 'Crime', 'Drama', 'Thriller']",7.3,23
1933,Dil Ne Jise Apna Kahaa,2004,movie,"['Drama', 'Romance']",4.4,99
1934,"Boo, Zino & the Snurks",2004,movie,"['Animation', 'Fantasy']",5.2,105
1935,Brotherhood of the Wolf,2001,movie,"['Action', 'Adventure', 'Drama', 'Horror', 'Thriller']",7.0,88
1936,Daddy's Dyin'... Who's Got the Will?,1990,movie,['Comedy'],5.7,107
1937,Recess: All Growed Down,2003,video movie,"['Animation', 'Comedy', 'Family']",6.6,92
1938,Copper Mountain,1983,tv movie,"['Comedy', 'Music']",2.3,75
1939,A Cop,1972,movie,"['Crime', 'Thriller']",7.1,22
1940,Kwaidan,1964,movie,"['Drama', 'Fantasy', 'Horror']",8.0,94
1941,One Eight Seven,1997,movie,"['Drama', 'Thriller']",6.7,94
1942,Tracey Ullman: Live and Exposed,2005,movie,"['Documentary', 'Comedy', 'Musical']",6.9,88
1943,Ike: Countdown to D-Day,2004,tv movie,"['Drama', 'History', 'War']",7.1,89
1944,Cube,1997,movie,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.2,74
1945,Kimberly,1999,movie,"['Comedy', 'Romance']",5.2,30
1946,Mississippi Mermaid,1969,movie,"['Crime', 'Drama', 'Romance']",7.0,99
1947,Liam,2000,movie,['Drama'],6.9,99
1948,Once Were Warriors,1994,movie,"['Crime', 'Drama']",7.9,72
1949,Intermezzo,1939,movie,"['Drama', 'Romance']",6.7,55
1950,Tehzeeb,2003,movie,['Drama'],5.9,87
1951,God Is Great and I'm Not,2001,movie,"['Comedy', 'Romance']",5.3,90
1952,My Beautiful Laundrette,1985,movie,"['Comedy', 'Drama', 'Romance']",6.8,90
1953,Sailor Moon R: The Movie: The Promise of the Rose,1993,movie,"['Animation', 'Action', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",7.7,97
1954,Bonjour Monsieur Shlomi,2003,movie,"['Drama', 'Comedy']",7.5,60
1955,Tokyo Fist,1995,movie,"['Action', 'Drama', 'Thriller']",7.1,28
1956,Cane Toads: An Unnatural History,1988,movie,"['Documentary', 'Comedy']",7.7,100
1957,Bollywood/Hollywood,2002,movie,"['Romance', 'Comedy', 'Drama', 'Musical']",6.0,42
1958,Babe: Pig in the City,1998,movie,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",5.8,97
1959,Terminator 2: Judgment Day,1991,movie,"['Action', 'Sci-Fi']",8.5,51
1960,Long Time Dead,2002,movie,"['Horror', 'Thriller']",4.7,60
1961,Twelve Nights,2000,movie,"['Drama', 'Romance']",6.7,99
1962,Legend of the Mummy,1998,movie,"['Thriller', 'Horror']",2.9,99
1963,Exotica,1994,movie,['Drama'],7.1,72
1964,Sacred Heart,2005,movie,['Drama'],6.4,100
1965,Species III,2004,video movie,"['Horror', 'Sci-Fi']",4.3,100
1966,Once Upon a Time in China,1991,movie,"['Action', 'Adventure', 'History']",7.3,110
1967,Blind Chance,1987,movie,['Drama'],7.8,121
1968,Slayers Premium,2001,video movie,"['Animation', 'Short', 'Adventure', 'Comedy', 'Fantasy']",6.9,108
1969,Floating Weeds,1959,movie,['Drama'],8.0,64
1970,Twilight of the Dark Master,1997,movie,"['Animation', 'Fantasy', 'Horror']",5.5,158
1971,Andrei Rublev,1966,movie,"['Biography', 'Drama', 'History']",8.1,77
1972,Halfon Hill Doesn't Answer,1976,movie,['Comedy'],8.1,359
1973,Scooby-Doo and the Legend of the Vampire,2003,video movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Music', 'Mystery']",6.6,180
1974,City of Women,1980,movie,"['Comedy', 'Drama', 'Fantasy']",7.0,104
1975,Frank Sinatra's Welcome Home Party for Elvis Presley,1960,movie,"['Music', 'Talk-Show']",7.6,30
1976,Black and White in Color,1976,movie,"['Comedy', 'Drama', 'War']",6.9,103
1977,Tokyo Olympiad,1965,movie,"['Documentary', 'Sport']",7.8,134
1978,Stewie Griffin: The Untold Story,2005,video movie,"['Animation', 'Adventure', 'Comedy']",7.5,87
1979,Ae Fond Kiss,2004,movie,"['Drama', 'Romance']",7.1,87
1980,Homeward Bound II: Lost in San Francisco,1996,movie,"['Adventure', 'Comedy', 'Family', 'Romance']",6.0,88
1981,Cruel Intentions 3,2004,video movie,['Drama'],4.7,123
1982,Herod's Law,1999,movie,"['Comedy', 'Crime', 'Mystery']",7.9,210
1983,Not on the Lips,2003,movie,"['Comedy', 'Musical', 'Romance']",6.3,141
1984,Nil by Mouth,1997,movie,['Drama'],7.3,80
1985,Flaming Brothers,1987,movie,"['Action', 'Crime', 'Romance']",6.3,22
1986,Early Summer,1951,movie,['Drama'],8.2,96
1987,Fidel,2002,tv movie,"['Biography', 'Drama']",6.7,88
1988,Howling III,1987,movie,"['Comedy', 'Horror']",3.4,97
1989,The Giving Tree,2000,movie,"['Drama', 'Thriller']",4.1,50
1990,Colors Straight Up,1997,movie,['Documentary'],7.1,100
1991,The Return of the God of Gamblers,1994,movie,"['Action', 'Drama']",6.8,180
1992,Bad Boy,2002,movie,"['Drama', 'Comedy', 'Romance']",5.0,164
1993,Sunday in the Country,1974,movie,"['Crime', 'Drama', 'Thriller']",6.2,23
1994,Ram Aur Shyam,1967,movie,"['Comedy', 'Drama', 'Family']",7.4,84
1995,Trouble Every Day,2001,movie,"['Drama', 'Horror', 'Thriller']",6.0,40
1996,Serial Killing 4 Dummys,2004,movie,"['Comedy', 'Horror', 'Mystery', 'Thriller']",5.2,97
1997,Thomas in Love,2000,movie,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",7.1,94
1998,The ComDads,1983,movie,"['Comedy', 'Crime']",7.0,93
1999,A Slice of Terror,2004,video movie,"['Horror', 'Comedy']",1.6,85
2000,Killer Flood: The Day the Dam Broke,2003,tv movie,"['Drama', 'Thriller']",3.8,90
2001,Virasat,1997,movie,"['Drama', 'Family', 'Musical', 'Romance']",7.5,51
2002,Sabretooth,2002,tv movie,"['Horror', 'Sci-Fi']",3.6,1140
2003,An Easter Carol,2004,video movie,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']",6.8,50
2004,The Boys & Girl from County Clare,2003,movie,"['Comedy', 'Music', 'Romance']",6.5,109
2005,A Chinese Ghost Story,1987,movie,"['Action', 'Fantasy', 'Horror']",7.5,85
2006,Charlotte Gray,2001,movie,"['Drama', 'Romance', 'Thriller', 'War']",6.4,25
2007,Care Bears Movie II: A New Generation,1986,movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",5.5,91
2008,Slaves of the Realm,2003,movie,"['Fantasy', 'Action', 'Adventure']",3.3,25
2009,Hum Kisi Se Kum Nahin,2002,movie,"['Action', 'Comedy', 'Drama', 'Romance']",4.4,47
2010,Hot Boyz,2000,video movie,"['Action', 'Crime', 'Drama']",4.2,91
2011,Chopping Mall,1986,movie,"['Comedy', 'Horror', 'Sci-Fi']",5.6,101
2012,Lone Wolf and Cub: Baby Cart in Peril,1972,movie,"['Action', 'Thriller']",7.6,381
2013,George Carlin: Doin' It Again,1990,movie,"['Documentary', 'Comedy']",8.4,30
2014,Violent Fire,2002,movie,"['Crime', 'Drama', 'Thriller']",6.8,120
2015,Another Country,1984,movie,"['Biography', 'Drama', 'History', 'Romance']",7.1,136
2016,Waiting for the Messiah,2000,movie,"['Comedy', 'Drama']",6.5,93
2017,The Brood,1979,movie,"['Horror', 'Sci-Fi']",6.8,80
2018,Beijing Bicycle,2001,movie,['Drama'],7.2,109
2019,Blue Juice,1995,movie,"['Comedy', 'Drama', 'Romance', 'Sport']",5.2,51
2020,Tieta of Agreste,1996,movie,"['Comedy', 'Drama', 'Romance']",6.6,80
2021,Lady Jane,1986,movie,"['Biography', 'Drama', 'History', 'Romance']",7.1,360
2022,The Church,1989,movie,['Horror'],6.2,109
2023,Love Me If You Dare,2003,movie,"['Comedy', 'Drama', 'Romance']",7.6,105
2024,The Heart of Me,2002,movie,"['Drama', 'Romance']",6.6,99
2025,All About My Mother,1999,movie,['Drama'],7.9,75
2026,Days of Being Wild,1990,movie,"['Crime', 'Drama', 'Romance']",7.5,89
2027,The Concrete Jungle,1960,movie,"['Crime', 'Drama', 'Thriller']",6.9,90
2028,Twentieth Century Fox: The Blockbuster Years,2000,tv movie,['Documentary'],7.7,45
2029,Inner Senses,2002,movie,"['Crime', 'Horror', 'Mystery', 'Romance', 'Thriller']",6.3,162
2030,Morlang,2001,movie,['Drama'],6.3,83
2031,Atomic Journeys: Welcome to Ground Zero,1999,video movie,"['Documentary', 'History']",7.9,70
2032,Stiletto Dance,2001,tv movie,"['Drama', 'Action', 'Crime']",5.3,360
2033,Still Crazy,1998,movie,"['Comedy', 'Drama', 'Music', 'Romance']",7.0,93
2034,Sexy Beast,2000,movie,"['Crime', 'Drama', 'Thriller']",7.3,30
2035,The Illiterate One,1961,movie,['Comedy'],7.2,122
2036,Violence in a Women's Prison,1982,movie,"['Action', 'Crime', 'Drama', 'Thriller']",4.8,102
2037,Colonel Wolodyjowski,1969,movie,"['Adventure', 'History', 'War']",7.2,159
2038,Gunsmoke: The Last Apache,1990,tv movie,['Western'],7.2,58
2039,Knocking on Death's Door,1999,movie,"['Horror', 'Thriller']",3.9,95
2040,For a Few Dollars More,1965,movie,['Western'],8.2,108
2041,.com for Murder,2002,movie,"['Horror', 'Sci-Fi', 'Thriller']",2.7,22
2042,Zubeidaa,2001,movie,"['Biography', 'Drama', 'History', 'Musical', 'Romance']",6.2,60
2043,Bollywood Queen,2002,movie,"['Musical', 'Romance']",4.7,566
2044,Iron Jawed Angels,2004,tv movie,"['Biography', 'Drama', 'History']",7.4,156
2045,No One Sleeps,2000,movie,"['Drama', 'Mystery', 'Romance', 'Thriller']",5.0,240
2046,Maniac Nurses find Ecstasy,1990,movie,"['Action', 'Comedy', 'Horror']",2.8,45
2047,Lathe of Heaven,2002,tv movie,['Sci-Fi'],5.9,102
2048,Daddy,1991,tv movie,"['Drama', 'Romance']",5.7,43
2049,Life According to Muriel,1997,movie,['Drama'],6.7,50
2050,The War Is Over,1966,movie,"['Drama', 'War']",7.4,61
2051,Wicked Minds,2003,tv movie,"['Romance', 'Thriller']",5.4,73
2052,The Substitute 2: School's Out,1998,tv movie,"['Action', 'Crime', 'Thriller']",5.1,72
2053,Legend of Crystania: The Chaos Ring,1996,video movie,"['Animation', 'Action', 'Fantasy']",6.4,30
2054,Exorcist II: The Heretic,1977,movie,['Horror'],3.8,105
2055,Bobby Jones: Stroke of Genius,2004,movie,"['Biography', 'Drama', 'Romance', 'Sport']",6.7,172
2056,Strange Things Happen at Sundown,2003,video movie,"['Horror', 'Action', 'Comedy']",3.8,110
2057,Mr. Accident,2000,movie,['Comedy'],4.3,76
2058,"God Said, 'Ha!'",1998,movie,"['Comedy', 'Drama']",7.2,208
2059,Lisbon,1956,movie,"['Adventure', 'Crime', 'Drama', 'Film-Noir']",6.0,114
2060,Hallow's End,2003,video movie,['Horror'],3.1,89
2061,Carmen: A Hip Hopera,2001,tv movie,"['Drama', 'Musical']",4.7,46
2062,Lady Snowblood 2: Love Song of Vengeance,1974,movie,"['Drama', 'Thriller']",6.4,176
2063,Anatomy,2000,movie,"['Horror', 'Thriller']",6.1,89
2064,Deadly Friend,1986,movie,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",5.6,104
2065,Love Ke Liye Kuch Bhi Karega,2001,movie,"['Comedy', 'Crime', 'Romance']",6.0,145
2066,Cesar & Rosalie,1972,movie,"['Drama', 'Romance']",7.4,74
2067,King of Beggars,1992,movie,"['Action', 'Comedy', 'Drama']",6.9,60
2068,Kisna: The Warrior Poet,2005,movie,"['Drama', 'Musical', 'Romance']",4.5,112
2069,Rabid Grannies,1988,movie,"['Comedy', 'Horror']",4.9,125
2070,A Season on the Brink,2002,tv movie,"['Drama', 'Sport']",5.1,92
2071,Half a Loaf of Kung Fu,1978,movie,"['Action', 'Comedy']",5.8,30
2072,Sleepless Town,1998,movie,['Drama'],7.0,60
2073,The Great Wall Is a Great Wall,1986,movie,"['Comedy', 'Drama']",6.8,25
2074,Ice Queen,2005,video movie,"['Action', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",3.0,85
2075,The Cuckoo,2002,movie,"['Comedy', 'Drama', 'War']",7.8,100
2076,Family of Cops III: Under Suspicion,1999,tv movie,"['Action', 'Crime', 'Drama', 'Thriller']",5.7,69
2077,Dragon Ball Z: The Return of Cooler,1992,movie,"['Animation', 'Action', 'Fantasy', 'Sci-Fi']",7.1,122
2078,The Secret KGB JFK Assassination Files,1999,tv movie,"['Documentary', 'Biography', 'History']",5.9,91
2079,Dirty Mary Crazy Larry,1974,movie,"['Action', 'Crime', 'Thriller']",6.7,50
2080,The Woman Next Door,1981,movie,"['Drama', 'Romance']",7.3,87
2081,Point of Seduction: Body Chemistry III,1994,video movie,"['Drama', 'Thriller']",3.7,97
2082,Kadosh,1999,movie,['Drama'],6.8,96
2083,Lewis Black: Black on Broadway,2004,movie,"['Documentary', 'Comedy']",8.0,25
2084,Letters from a Killer,1998,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",5.4,99
2085,Dillagi,1999,movie,"['Drama', 'Musical', 'Romance']",5.4,96
2086,Au Hasard Balthazar,1966,movie,['Drama'],7.9,30
2087,The Legend of Drunken Master,1994,movie,"['Action', 'Comedy']",7.6,25
2088,Crime & Passion,1999,video movie,"['Crime', 'Drama', 'Romance']",4.5,88
2089,Christmas Vacation 2: Cousin Eddie's Island Adventure,2003,tv movie,['Comedy'],2.7,47
2090,The Adventures of Milo and Otis,1986,movie,"['Adventure', 'Drama', 'Family']",7.0,153
2091,In July,2000,movie,"['Adventure', 'Comedy', 'Romance']",7.7,60
2092,The Official Story,1985,movie,"['Drama', 'History']",7.8,195
2093,The Twins Effect II,2004,movie,"['Action', 'Adventure', 'Comedy', 'Fantasy']",4.9,90
2094,The Last Days of Patton,1986,tv movie,"['Biography', 'Drama']",6.3,97
2095,Wit,2001,tv movie,['Drama'],8.0,30
2096,Lantana,2001,movie,"['Drama', 'Mystery', 'Romance']",7.3,87
2097,The Collected Shorts of Jan Svankmajer: The Early Years Vol. 1,2003,video movie,"['Animation', 'Comedy', 'Fantasy']",8.3,180
2098,And Now Ladies & Gentlemen,2002,movie,"['Crime', 'Drama', 'Romance', 'Thriller']",6.2,73
2099,Empires: Peter & Paul and the Christian Revolution,2003,tv movie,"['Documentary', 'Biography', 'History']",6.9,125
2100,Blue Gate Crossing,2002,movie,"['Drama', 'Romance']",7.4,120
2101,Full Moon,1960,movie,"['Drama', 'Musical', 'Romance']",7.2,59
2102,Hijack,1998,movie,"['Action', 'Thriller']",4.1,88
2103,City in the Sea,1965,movie,"['Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",5.4,74
2104,Game of Death II,1980,movie,"['Action', 'Crime', 'Mystery']",5.1,48
