,title,year,kind,genre,rating,runtime
3200,Downfall,2004,movie,"['Biography', 'Drama', 'History', 'War']",8.2,88
3201,Skipped Parts,2000,movie,"['Comedy', 'Drama', 'Romance']",6.3,120
3202,Sonic Impact,1999,movie,"['Action', 'Thriller']",4.2,96
3203,Zameen,2003,movie,"['Action', 'Adventure', 'Thriller']",5.3,118
3204,Irma la Douce,1963,movie,"['Comedy', 'Romance']",7.4,108
3205,David and Lisa,1962,movie,['Drama'],7.2,160
3206,Son of Paleface,1952,movie,"['Comedy', 'Music', 'Romance', 'Western']",6.9,110
3207,Fast Sofa,2001,movie,"['Adventure', 'Drama']",4.7,128
3208,The Matrix,1999,movie,"['Action', 'Sci-Fi']",8.7,100
3209,Colour of the Truth,2003,movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.5,157
3210,Pervirella,1997,movie,"['Adventure', 'Comedy']",4.3,126
3211,White Oleander,2002,movie,['Drama'],7.1,90
3212,Harem,1986,tv movie,"['Drama', 'Romance', 'Thriller']",6.1,200
3213,a.k.a. Cassius Clay,1970,movie,"['Documentary', 'Sport']",6.8,111
3214,Guess Who's Coming to Dinner,1967,movie,"['Comedy', 'Drama']",7.8,130
3215,The Red Shoes,1948,movie,"['Drama', 'Music', 'Romance']",8.1,103
3216,Tai Chi II,1996,movie,"['Action', 'Comedy', 'Romance']",6.8,104
3217,1 Giant Leap,2002,movie,"['Documentary', 'Music']",7.6,86
3218,Cowboys and Angels,2000,movie,"['Comedy', 'Romance']",6.1,80
3219,Off Limits,1988,movie,"['Action', 'Drama', 'Thriller', 'War']",6.2,105
3220,The Limit,2004,video movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",4.7,90
3221,Pillow Talk,1959,movie,"['Comedy', 'Romance']",7.4,108
3222,Confusion of Genders,2000,movie,"['Comedy', 'Romance', 'Drama']",6.1,81
3223,Sweet Smell of Success,1957,movie,"['Drama', 'Film-Noir']",8.0,107
3224,Fancy Pants,1950,movie,"['Comedy', 'Musical', 'Western']",6.6,97
3225,The Bird People in China,1998,movie,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",7.5,89
3226,Darkness,2002,movie,['Horror'],5.4,120
3227,Austin Powers: The Spy Who Shagged Me,1999,movie,"['Action', 'Adventure', 'Comedy', 'Crime']",6.6,99
3228,The Eiger Sanction,1975,movie,"['Action', 'Crime', 'Thriller']",6.4,103
3229,The Good Son,1993,movie,"['Drama', 'Thriller']",6.4,128
3230,Butterfly,1981,movie,"['Crime', 'Drama']",4.7,30
3231,Chasers,1994,movie,"['Action', 'Comedy', 'Drama', 'Romance']",5.1,106
3232,One Fine Day,1996,movie,"['Comedy', 'Drama', 'Romance']",6.5,158
3233,Autumn Spring,2001,movie,"['Comedy', 'Drama', 'Family']",7.5,126
3234,Amazons,1986,movie,"['Action', 'Fantasy', 'Adventure', 'Sci-Fi']",4.4,116
3235,The Sweetest Thing,2002,movie,"['Comedy', 'Romance']",5.2,55
3236,Formula 51,2001,movie,"['Action', 'Comedy', 'Crime', 'Thriller']",6.3,125
3237,Seamless,1999,movie,['Drama'],2.5,103
3238,A Face in the Crowd,1957,movie,"['Drama', 'Music']",8.2,78
3239,Dragon Ball Z: The World's Strongest,1990,movie,"['Animation', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",6.8,77
3240,Scooby-Doo and the Alien Invaders,2000,video movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",6.8,118
3241,Dil Se..,1998,movie,"['Drama', 'Romance']",7.6,85
3242,Pokémon: The First Movie - Mewtwo Strikes Back,1998,movie,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', 'Sport']",6.3,104
3243,The Blair Witch Project,1999,movie,"['Horror', 'Mystery']",6.5,100
3244,White Water Summer,1987,movie,"['Adventure', 'Drama']",6.2,30
3245,Palindromes,2004,movie,"['Comedy', 'Drama']",6.7,107
3246,K-19: The Widowmaker,2002,movie,"['Drama', 'History', 'Thriller', 'War']",6.7,98
3247,Kissing a Fool,1998,movie,"['Comedy', 'Romance']",5.6,81
3248,Devour,2005,video movie,['Horror'],4.8,62
3249,Everest: The Death Zone,1998,tv movie,['Documentary'],7.3,95
3250,The Defiant Ones,1958,movie,"['Crime', 'Drama']",7.6,65
3251,Graduation Day,1981,movie,"['Horror', 'Mystery', 'Thriller']",4.9,99
3252,Cotton Mary,1999,movie,['Drama'],5.3,168
3253,The Prince and the Showgirl,1957,movie,"['Comedy', 'Romance']",6.5,94
3254,Zion Canyon: Treasure of the Gods,1996,movie,"['Short', 'Documentary']",6.2,92
3255,Female Vampire,1973,movie,['Horror'],4.8,40
3256,The Ten Commandments,1956,movie,"['Adventure', 'Drama']",7.9,72
3257,The Shanghai Gesture,1941,movie,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Romance']",6.6,45
3258,Beetlejuice,1988,movie,"['Comedy', 'Fantasy']",7.5,103
3259,The Book of Pooh: Stories from the Heart,2001,video movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",6.7,84
3260,Picture Claire,2001,movie,['Thriller'],5.5,96
3261,Big Bad Mama II,1987,movie,"['Action', 'Comedy', 'Crime']",4.8,85
3262,The Assassination Bureau,1969,movie,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",6.5,95
3263,G.I. Blues,1960,movie,"['Comedy', 'Musical']",6.2,99
3264,The Big Trail,1930,movie,"['Adventure', 'Romance', 'Western']",7.2,133
3265,The Comfort of Strangers,1990,movie,"['Drama', 'Thriller']",6.3,91
3266,Babar: The Movie,1989,movie,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']",6.4,107
3267,Celtic Pride,1996,movie,"['Comedy', 'Sport']",5.3,109
3268,Avalon,1990,movie,['Drama'],7.2,141
3269,The Vector File,2002,tv movie,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",4.5,45
3270,Brubaker,1980,movie,"['Crime', 'Drama']",7.2,97
3271,St. Patrick: The Irish Legend,2000,tv movie,"['Adventure', 'Drama', 'Fantasy']",5.4,143
3272,Traffic,2000,movie,"['Crime', 'Drama', 'Thriller']",7.6,93
3273,The Rapture,1991,movie,"['Drama', 'Mystery']",6.3,96
3274,Hang 'Em High,1968,movie,"['Drama', 'Western']",7.0,127
3275,The Entity,1982,movie,"['Drama', 'Horror']",6.7,105
3276,The American Friend,1977,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.4,115
3277,The Man Who Would Be King,1975,movie,"['Adventure', 'History', 'War']",7.8,83
3278,Secret Honor,1984,movie,"['Biography', 'Comedy', 'Drama', 'History']",7.3,87
3279,For Love of the Game,1999,movie,"['Drama', 'Romance', 'Sport']",6.6,72
3280,The United States of Leland,2003,movie,['Drama'],7.0,132
3281,Under Fire,1983,movie,"['Drama', 'War']",7.0,83
3282,Puppet Master,1989,video movie,"['Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",5.6,88
3283,Samaritan Girl,2004,movie,['Drama'],7.1,60
3284,Jolson Sings Again,1949,movie,"['Biography', 'Music']",6.7,105
3285,Get a Clue,2002,tv movie,"['Comedy', 'Crime', 'Family', 'Mystery']",5.1,90
3286,For the Cause,2000,movie,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",3.4,115
3287,Stage Beauty,2004,movie,['Drama'],7.1,116
3288,Cyrano de Bergerac,1990,movie,"['Comedy', 'Drama', 'History', 'Romance']",7.5,118
3289,Play It to the Bone,1999,movie,"['Comedy', 'Drama', 'Sport']",5.5,96
3290,The Contender,2000,movie,"['Drama', 'Thriller']",6.9,101
3291,Glengarry Glen Ross,1992,movie,"['Crime', 'Drama', 'Mystery']",7.7,135
3292,Dead Man Walking,1995,movie,"['Crime', 'Drama']",7.5,26
3293,First Shot,2002,tv movie,['Action'],4.7,107
3294,Babe,1995,movie,"['Comedy', 'Drama', 'Family']",6.8,101
3295,Once Upon a Time in America,1984,movie,"['Crime', 'Drama']",8.4,95
3296,Entrails of a Beautiful Woman,1986,movie,"['Fantasy', 'Horror', 'Thriller']",5.1,102
3297,Garage Days,2002,movie,"['Comedy', 'Music', 'Drama']",5.9,24
3298,Mary Reilly,1996,movie,"['Drama', 'Horror', 'Romance', 'Thriller']",5.8,22
3299,Outrage,2003,movie,"['Drama', 'Mystery', 'Thriller']",4.6,110
3300,The Lion King,1994,movie,"['Animation', 'Adventure', 'Drama', 'Family', 'Musical']",8.5,90
3301,Blade Runner,1982,movie,"['Action', 'Sci-Fi', 'Thriller']",8.1,98
3302,Sleepwalkers,1992,movie,"['Fantasy', 'Horror']",5.3,90
3303,The Amazing Adventure,1936,movie,"['Drama', 'Romance', 'Comedy']",6.3,94
3304,School Ties,1992,movie,['Drama'],6.9,89
3305,Spetters,1980,movie,"['Drama', 'Romance', 'Sport']",6.6,122
3306,Hendrix,2000,tv movie,"['Biography', 'Drama', 'Music']",5.6,128
3307,Chachi 420,1997,movie,"['Comedy', 'Drama', 'Family', 'Romance']",7.4,98
3308,Barney: Let's Play School!,1999,video movie,['Family'],4.7,173
3309,The Flying Dutchman,2001,tv movie,"['Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']",3.9,60
3310,Session 9,2001,movie,"['Horror', 'Mystery']",6.4,98
3311,Sweet Jane,1998,movie,"['Drama', 'Romance']",7.0,145
3312,American Flyers,1985,movie,"['Drama', 'Sport']",6.5,93
3313,Ayane's High Kick,1998,video movie,"['Animation', 'Action', 'Comedy', 'Sport']",5.9,120
3314,Species,1995,movie,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",5.8,174
3315,Team America: World Police,2004,movie,"['Action', 'Comedy']",7.2,115
3316,The Rutles 2: Can't Buy Me Lunch,2004,tv movie,['Comedy'],5.9,90
3317,The Final Terror,1983,movie,['Horror'],5.2,132
3318,Girls School Screamers,1985,movie,['Horror'],3.9,98
3319,Problem Child 2,1991,movie,"['Comedy', 'Family']",4.9,200
3320,J.D.'s Revenge,1976,movie,"['Action', 'Horror', 'Thriller']",6.0,98
3321,Looney Tunes: Back in Action,2003,movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Mystery']",5.7,103
3322,The Nutcracker,1993,movie,"['Family', 'Fantasy', 'Music']",5.9,120
3323,Guinevere,1999,movie,"['Drama', 'Romance']",6.0,99
3324,Doggy Poo,2003,movie,"['Animation', 'Short', 'Family']",6.4,47
3325,Rivers and Tides,2001,movie,['Documentary'],8.0,83
3326,City of Angels,1998,movie,"['Drama', 'Fantasy', 'Romance']",6.7,155
3327,Bad Guy,2001,movie,"['Drama', 'Romance']",6.7,101
3328,Rocky Marciano,1999,tv movie,"['Biography', 'Drama', 'Sport']",6.6,94
3329,A Soldier's Tale,1988,movie,"['Drama', 'Romance', 'War']",6.1,105
3330,The Dream Catcher,1999,movie,['Drama'],6.8,104
3331,Gosford Park,2001,movie,"['Comedy', 'Drama', 'Mystery']",7.2,106
3332,Grind,2003,movie,"['Adventure', 'Comedy', 'Sport']",6.0,125
3333,Monsieur N.,2003,movie,"['Biography', 'Drama', 'Mystery']",6.7,106
3334,Rosenstrasse,2003,movie,"['Drama', 'War']",6.7,110
3335,Campfire Tales,1997,movie,['Horror'],5.9,114
3336,The Trial of Billy Jack,1974,movie,"['Action', 'Drama', 'Music', 'Thriller']",4.6,93
3337,Dead Poets Society,1989,movie,"['Comedy', 'Drama']",8.1,70
3338,Near Dark,1987,movie,"['Action', 'Crime', 'Drama', 'Horror', 'Romance', 'Thriller']",7.0,25
3339,The Magnificent Butcher,1979,movie,"['Action', 'Comedy', 'Drama']",7.3,82
3340,Bells of Innocence,2003,movie,['Horror'],3.1,110
3341,The Luzhin Defence,2000,movie,"['Drama', 'Romance']",6.9,22
3342,Longtime Companion,1989,movie,"['Drama', 'Romance']",7.6,92
3343,The White Sheik,1952,movie,"['Comedy', 'Drama']",7.2,100
3344,Without a Paddle,2004,movie,"['Adventure', 'Comedy', 'Mystery']",5.9,100
3345,1776,1972,movie,"['Drama', 'Family', 'History', 'Musical']",7.6,95
3346,Run the Wild Fields,2000,tv movie,['Drama'],7.1,138
3347,Mobile Suit Gundam: Char's Counterattack,1988,movie,"['Animation', 'Action', 'Drama', 'Sci-Fi', 'War']",7.3,120
3348,The Mighty Ducks,1992,movie,"['Comedy', 'Drama', 'Family', 'Sport']",6.6,91
3349,CKY2K,2000,video movie,"['Comedy', 'Documentary', 'Action']",7.3,22
3350,Keeping the Promise,1997,tv movie,['Drama'],6.3,111
3351,Urotsukidoji: Legend of the Overfiend,1989,video movie,"['Animation', 'Action', 'Fantasy', 'Horror', 'Romance']",6.4,85
3352,Pretty in Pink,1986,movie,"['Comedy', 'Drama', 'Romance']",6.8,95
3353,Plain Truth,2004,tv movie,"['Drama', 'Crime', 'Mystery', 'Thriller']",6.4,78
3354,Intermission,2003,movie,"['Comedy', 'Crime', 'Drama', 'Romance']",6.8,25
3355,Fluke,1995,movie,"['Drama', 'Family', 'Fantasy']",6.7,99
3356,The Jack Bull,1999,tv movie,"['Drama', 'Western']",6.8,119
3357,Three Amigos!,1986,movie,"['Comedy', 'Western']",6.5,119
3358,Kiss Toledo Goodbye,1999,movie,"['Comedy', 'Thriller']",4.7,105
3359,Norma Rae,1979,movie,['Drama'],7.3,93
3360,The Venusian,1954,movie,['Sci-Fi'],5.4,92
3361,One-Eyed Jacks,1961,movie,"['Drama', 'Western']",7.1,50
3362,Night and the City,1950,movie,"['Crime', 'Film-Noir', 'Mystery', 'Sport', 'Thriller']",7.9,119
3363,Father of the Bride,1991,movie,"['Comedy', 'Family', 'Romance']",6.5,95
3364,Assassins,1995,movie,"['Action', 'Crime', 'Thriller']",6.3,111
3365,Brigadoon,1954,movie,"['Fantasy', 'Musical', 'Romance']",6.8,93
3366,Tequila Sunrise,1988,movie,"['Crime', 'Drama', 'Romance', 'Thriller']",6.1,110
3367,The Perfect You,2002,movie,"['Comedy', 'Romance']",5.5,115
3368,Streets of Fire,1984,movie,"['Action', 'Crime', 'Drama', 'Music', 'Romance', 'Thriller']",6.7,94
3369,The Dirty Dozen,1967,movie,"['Action', 'Adventure', 'War']",7.7,86
3370,Intimacy,2001,movie,"['Drama', 'Romance']",6.1,101
3371,Almost Heroes,1998,movie,"['Adventure', 'Comedy', 'Western']",5.8,121
3372,More Dogs Than Bones,2000,movie,"['Comedy', 'Drama']",4.9,114
3373,The Thing Below,2004,video movie,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",2.4,117
3374,The Human Condition III: A Soldier's Prayer,1961,movie,"['Drama', 'History', 'War']",8.8,93
3375,The Captain's Paradise,1953,movie,"['Comedy', 'Romance']",6.9,96
3376,The Mean Season,1985,movie,"['Crime', 'Thriller']",6.1,99
3377,Monster,2003,movie,"['Biography', 'Crime', 'Drama', 'Thriller']",7.3,189
3378,The Big Town,1987,movie,"['Drama', 'Romance', 'Thriller']",5.9,120
3379,The Lords of Discipline,1983,movie,['Thriller'],6.6,82
3380,Street Smart,1987,movie,"['Crime', 'Drama', 'Thriller']",6.4,103
3381,Mishima: A Life in Four Chapters,1985,movie,"['Biography', 'Drama']",8.0,130
3382,The General,1926,movie,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",8.1,69
3383,My House in Umbria,2003,tv movie,"['Drama', 'Mystery', 'Romance', 'Thriller']",6.9,100
3384,Brave New Girl,2004,tv movie,"['Drama', 'Family', 'Music']",5.1,90
3385,Miracle Mile,1988,movie,"['Action', 'Drama', 'Romance', 'Thriller']",7.0,84
3386,The Passion of Joan of Arc,1928,movie,"['Biography', 'Drama', 'History']",8.1,101
3387,The Glow,2002,tv movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",5.2,116
3388,The Piano,1993,movie,"['Drama', 'Music', 'Romance']",7.6,51
3389,"He Said, She Said",1991,movie,"['Comedy', 'Drama', 'Romance']",5.7,108
3390,Cowboy Up,2001,movie,"['Drama', 'Romance', 'Western']",5.6,91
3391,The Seventh Seal,1957,movie,"['Drama', 'Fantasy', 'History', 'Thriller']",8.2,60
3392,The Americanization of Emily,1964,movie,"['Comedy', 'Drama', 'Romance', 'War']",7.4,80
3393,The Son's Room,2001,movie,['Drama'],7.3,50
3394,The 4th Tenor,2002,movie,"['Comedy', 'Music', 'Romance']",5.3,126
3395,The Human Condition I: No Greater Love,1959,movie,"['Drama', 'History', 'War']",8.6,99
3396,The Greatest Story Ever Told,1965,movie,"['Biography', 'Drama', 'History']",6.6,99
3397,Heartbreakers,2001,movie,"['Comedy', 'Crime', 'Romance']",6.2,117
3398,Livin' tha Life,2003,video movie,['Comedy'],4.6,112
3399,A Walk on the Moon,1999,movie,"['Drama', 'Romance']",6.6,43
3400,Slam Dunk Ernest,1995,video movie,"['Comedy', 'Family', 'Sport']",4.7,120
3401,Glitter,2001,movie,"['Drama', 'Music', 'Romance']",2.3,92
3402,Yossi & Jagger,2002,movie,"['Drama', 'Romance', 'War']",7.1,85
3403,The Hot Rock,1972,movie,"['Action', 'Comedy', 'Crime']",6.8,87
3404,The Bridge of San Luis Rey,2004,movie,"['Drama', 'History', 'Romance']",5.0,112
3405,City Slickers,1991,movie,"['Comedy', 'Western']",6.8,97
3406,Delta Force One: The Lost Patrol,2000,movie,['Action'],2.8,131
3407,Fighter Pilot: Operation Red Flag,2004,movie,"['Documentary', 'Short']",6.8,50
3408,F/X2,1991,movie,"['Action', 'Thriller']",5.9,97
3409,Short Cuts,1993,movie,"['Comedy', 'Drama']",7.7,96
3410,Mom's Outta Sight,1998,movie,"['Comedy', 'Sci-Fi']",3.5,92
3411,Witness,1985,movie,"['Crime', 'Drama', 'Romance', 'Thriller']",7.4,98
3412,Notting Hill,1999,movie,"['Comedy', 'Drama', 'Romance']",7.1,93
3413,Kenji Miyazawa's Night on the Galactic Railroad,1985,movie,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Mystery']",7.1,91
3414,White Chicks,2004,movie,"['Comedy', 'Crime']",5.7,111
3415,The Draughtsman's Contract,1982,movie,"['Comedy', 'Drama', 'Mystery']",7.3,121
3416,Phantoms,1998,movie,"['Horror', 'Sci-Fi', 'Thriller']",5.4,142
3417,The Baby,1973,movie,"['Drama', 'Horror', 'Thriller']",6.1,87
3418,Continental Divide,1981,movie,"['Comedy', 'Romance']",6.2,90
3419,Leaving Las Vegas,1995,movie,"['Drama', 'Romance']",7.5,90
3420,Mr. India,1987,movie,"['Action', 'Comedy', 'Drama', 'Family', 'Musical', 'Sci-Fi']",7.8,178
3421,Eight Hundred Leagues Down the Amazon,1993,movie,"['Action', 'Adventure']",4.5,90
3422,Gardens of Stone,1987,movie,"['Drama', 'Romance', 'War']",6.4,101
3423,Poolhall Junkies,2002,movie,"['Comedy', 'Drama', 'Sport', 'Thriller']",6.9,97
3424,The Stupids,1996,movie,"['Adventure', 'Comedy']",4.2,97
3425,Manna from Heaven,2002,movie,['Comedy'],5.5,199
3426,Blue Citrus Hearts,2003,movie,"['Drama', 'Romance']",5.1,85
3427,Kangaroo Jack,2003,movie,"['Action', 'Adventure', 'Comedy', 'Crime', 'Family']",4.4,115
3428,Crazy in Alabama,1999,movie,"['Comedy', 'Crime', 'Drama']",6.2,80
3429,World Traveler,2001,movie,['Drama'],5.4,65
3430,My Girl,1991,movie,"['Comedy', 'Drama', 'Family', 'Romance']",6.9,375
3431,Ocean's Eleven,2001,movie,"['Crime', 'Thriller']",7.7,83
3432,Witchboard III: The Possession,1995,movie,['Horror'],4.2,30
3433,Resident Evil: Apocalypse,2004,movie,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",6.2,50
3434,Midnight Madness,1980,movie,['Comedy'],6.4,47
3435,Madigan,1968,movie,"['Crime', 'Drama', 'Thriller']",6.5,99
3436,Miracle,2004,movie,"['Biography', 'Drama', 'History', 'Sport']",7.5,101
3437,Luckytown,2000,movie,"['Drama', 'Crime', 'Mystery', 'Thriller']",4.7,53
3438,Independence Day,1996,movie,"['Action', 'Adventure', 'Sci-Fi']",7.0,114
3439,8 Seconds,1994,movie,"['Biography', 'Drama', 'Sport', 'Western']",6.6,95
3440,Johnson County War,2002,tv movie,['Western'],6.7,83
3441,1969,1988,movie,"['Drama', 'War']",5.8,90
3442,Mr. Smith Goes to Washington,1939,movie,"['Comedy', 'Drama']",8.1,120
3443,The Dish,2000,movie,"['Comedy', 'Drama', 'History']",7.2,99
3444,Nothing in Common,1986,movie,"['Comedy', 'Drama', 'Romance']",5.9,100
3445,Dead Alive,1992,movie,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",7.5,95
3446,Lemora: A Child's Tale of the Supernatural,1973,movie,"['Fantasy', 'Horror', 'Thriller']",6.3,78
3447,Lightning: Fire from the Sky,2001,tv movie,"['Action', 'Drama', 'Sci-Fi']",4.5,100
3448,Tarzan in Manhattan,1989,tv movie,"['Action', 'Adventure']",4.1,119
3449,Times Square,1980,movie,"['Drama', 'Music']",6.7,90
3450,Roma,1972,movie,"['Comedy', 'Drama']",7.4,101
3451,The Firm,1993,movie,"['Drama', 'Mystery', 'Thriller']",6.8,126
3452,Our Man Flint,1966,movie,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",6.5,118
3453,The Prince of Egypt,1998,movie,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical']",7.1,150
3454,Girl Fever,2002,movie,"['Comedy', 'Romance']",5.0,89
3455,The Descent,2005,movie,"['Adventure', 'Horror', 'Thriller']",7.2,102
3456,Raincoat,2004,movie,"['Drama', 'Romance']",7.7,103
3457,One Little Indian,1973,movie,"['Comedy', 'Family', 'Western']",6.2,85
3458,The Fluffer,2001,movie,"['Drama', 'Comedy', 'Romance']",5.7,111
3459,New Nightmare,1994,movie,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",6.5,84
3460,"The Beast from 20, 000 Fathoms",1953,movie,"['Horror', 'Sci-Fi']",6.7,152
3461,Joint Security Area,2000,movie,"['Action', 'Drama', 'Thriller', 'War']",7.8,106
3462,A Nightmare on Elm Street 4: The Dream Master,1988,movie,['Horror'],5.7,130
3463,Starkweather,2004,movie,"['Action', 'Crime', 'Drama', 'Horror', 'Thriller']",4.7,99
3464,Road Games,1981,movie,"['Horror', 'Mystery', 'Thriller']",6.6,90
3465,Slums of Beverly Hills,1998,movie,"['Comedy', 'Drama']",6.6,320
3466,Saving Silverman,2001,movie,"['Comedy', 'Crime', 'Romance']",5.9,94
3467,Crutch,2004,movie,"['Drama', 'Romance']",5.1,101
3468,Childstar,2004,movie,"['Comedy', 'Drama']",6.0,95
3469,Killer Bud,2001,movie,['Comedy'],4.6,93
3470,The Pennsylvania Miners' Story,2002,tv movie,['Drama'],5.7,74
3471,Once in a Lifetime,1994,tv movie,"['Drama', 'Romance']",6.1,70
3472,Wild Side,1995,movie,"['Action', 'Thriller']",5.6,80
3473,The Quick and the Dead,1995,movie,"['Action', 'Romance', 'Thriller', 'Western']",6.4,93
3474,Kill!,1968,movie,"['Action', 'Comedy', 'Drama']",7.5,103
3475,Point of Origin,2002,tv movie,"['Crime', 'Drama', 'Thriller']",5.9,83
3476,The Day After Tomorrow,2004,movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",6.4,80
3477,Il Posto,1961,movie,['Drama'],8.0,130
3478,Pollyanna,1960,movie,"['Comedy', 'Drama', 'Family']",7.4,112
3479,Walking Tall Part II,1975,movie,"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']",6.1,25
3480,The Third Wheel,2002,movie,"['Comedy', 'Romance']",5.4,105
3481,The Guyver,1991,movie,"['Action', 'Comedy', 'Sci-Fi']",5.0,93
3482,Osmosis Jones,2001,movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']",6.3,98
3483,Un paraíso bajo las estrellas,2000,movie,"['Comedy', 'Musical', 'Romance']",6.0,94
3484,House Calls,1978,movie,"['Comedy', 'Drama', 'Romance']",6.7,24
3485,Zoolander,2001,movie,['Comedy'],6.5,99
3486,Red Planet,2000,movie,"['Action', 'Sci-Fi', 'Thriller']",5.7,71
3487,The Magnificent Ambersons,1942,movie,"['Drama', 'Romance']",7.7,86
3488,The Forsaken,2001,movie,"['Action', 'Horror', 'Thriller']",5.3,49
3489,The Naughty Stewardesses,1973,movie,"['Comedy', 'Drama']",3.4,99
3490,Kiss Them for Me,1957,movie,"['Comedy', 'Romance']",5.7,98
3491,Mifune,1999,movie,"['Romance', 'Comedy', 'Drama']",7.1,238
3492,High Heels and Low Lifes,2001,movie,"['Action', 'Comedy', 'Crime', 'Drama']",6.2,110
3493,My Stepmother Is an Alien,1988,movie,"['Comedy', 'Sci-Fi']",5.4,104
